com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder.maybeDeclareQualifiedName(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/JSDocInfo;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V 5000001.940234048,5000001.0,5000001.004651163,5000001.002331003,5006750.0,5000001.940242373,5000002.0,5000085.669947443,5000000.009280742,5000219.6160623,5000007.868035065,5000002.090909091,5000085.669947443,5000001.997214097,5007170.0,5000001.002325581,5000001.002331003,5000001.501162791,5000717.9,5000001.00013144,5000001.048224282,5000001.046760997,5000001.0,5000001.004640372,5000001.997217972,5000001.000139295,5000001.002325581,5000001.998607049,5000001.999303039,5000001.943604575,5000002.0,4999998.98,5000001.002325581
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder$CollectProperties.visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V 500001.979799387,500001.0,500001.01369863015,500001.0068965517,507034.0,500001.97980220086,500002.0,500085.67585252004,500000.0272108844,500203.798987453,500006.59935985744,500002.1,500085.67585252004,500001.997492687,507171.0,500001.0068493151,500001.0068965517,500001.5034246575,500797.6666666667,500001.0001365374,500001.08276058885,500001.0819204169,500001.0,500001.0136054422,500001.9974958264,500001.0001392952,500001.0068493151,500001.9987463435,500001.9993727786,500001.9801993718,500002.0,499998.65,500001.0068493151
com.google.javascript.jscomp.TypeInference.traverse(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/FlowScope;)Lcom/google/javascript/jscomp/FlowScope; 500001.9632209529,500001.0,500001.0075471698,500001.0037878788,506915.0,500001.96322607604,500002.0,500085.71717653464,500000.015037594,500222.3460564393,500008.06398611265,500002.3333333333,500085.71717653464,500001.99944281933,507178.0,500001.0037735849,500001.0037878788,500001.5018867925,503589.5,500001.0001343544,500001.0614295117,500001.0602892698,500001.0,500001.007518797,500001.9994429745,500001.0001392952,500001.0037735849,500001.9997214097,500001.99986068544,500001.96452566516,500002.0,500000.0,500001.0037735849
com.google.javascript.jscomp.TypeInference.traverseCall(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/FlowScope;)Lcom/google/javascript/jscomp/FlowScope; 500001.88854834216,500001.0,500001.0024968789,500001.00125,506379.0,500001.88856386684,500002.0,500085.63450832845,500000.00498753117,500202.42948534095,500006.47570348915,500002.0588235294,500085.63450832845,500001.99554255465,507164.0,500001.0012484394,500001.00125,500001.5006242197,500448.6875,500001.000125329,500001.03533326264,500001.03330613766,500001.0,500001.0024937656,500001.995552467,500001.0001392952,500001.0012484394,500001.9977712773,500001.99888439546,500001.89972424164,500002.0,499998.95,500001.0012484394
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder.visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V 500001.8747561995,500001.0,500001.0022222222,500001.00111234706,506280.0,500001.87477364537,500002.0,500085.6640419541,500000.0044395116,500222.3460564393,500008.06398611265,500002.0833333333,500085.6640419541,500001.99693550635,507169.0,500001.00111111114,500001.00111234706,500001.50055555557,500652.63636363635,500001.000123793,500001.0333333333,500001.031176134,500001.0,500001.00221975584,500001.9969401947,500001.0001392952,500001.00111111114,500001.9984677532,500001.9992332892,500001.8886962981,500002.0,499998.2,500001.00111111114
com.google.javascript.jscomp.TypeInference.getPropertyType(Lcom/google/javascript/rhino/jstype/JSType;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/FlowScope;)Lcom/google/javascript/rhino/jstype/JSType; 500001.6935079409,500001.0,500001.0009086779,500001.0004545454,504979.0,500001.6935506338,500002.0,500085.5399313934,500000.0018165304,500219.9329969221,500007.8910696037,500002.0303030303,500085.5399313934,500001.99108510936,507148.0,500001.00045433897,500001.0004545454,500001.5002271695,500224.34375,500001.0001066212,500001.02131522784,500001.01775070874,500001.0,500001.00090826524,500001.99112467066,500001.0001392952,500001.00045433897,500001.99554255465,500001.99776629906,500001.76540840266,500002.0,499998.79,500001.00045433897
com.google.javascript.jscomp.TypeInference.traverseGetProp(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/FlowScope;)Lcom/google/javascript/jscomp/FlowScope; 500001.68584563944,500001.0,500001.0008865248,500001.00044345896,504924.0,500001.6858893996,500002.0,500071.1712191714,500000.0017722641,500219.9329969221,500007.8910696037,500001.0,500001.0,500001.3717787993,504925.0,500001.0004432624,500001.00044345896,500001.5002216312,500003.18359201774,500001.0001059996,500001.02105379803,500001.01743587083,500001.0,500001.000886132,500001.52194191224,500001.0001392952,500001.0004432624,500001.6858893996,500001.813682558,500001.76094561646,500002.0,499977.55,500001.0004432624
com.google.javascript.rhino.Node.isQualifiedName()Z 500001.67720813595,500001.0,500001.0008628128,500001.0004315926,504862.0,500001.67725309933,500002.0,500070.72804313904,500000.0017248814,500223.78814725176,500008.1653325542,500001.0,500001.0,500001.3545061986,504863.0,500001.00043140637,500001.0004315926,500001.5002157032,500003.0984031075,500001.0001053075,500001.0207703246,500001.017092452,500001.0,500001.00086244073,500001.51200505474,500001.0001392952,500001.00043140637,500001.67725309933,500001.80757412175,500001.7559768299,500002.0,499976.93,500001.00043140637
com.google.javascript.jscomp.TypeInferencePass.inferTypes(Lcom/google/javascript/rhino/Node;)V 500001.66439119534,500001.0,500001.0008298755,500001.00041511003,504770.0,500001.664437944,500002.0,500070.0651865993,500000.00165906263,500221.527721407,500008.00582363235,500001.0,500001.0,500001.328875888,504771.0,500001.00041493773,500001.00041511003,500001.50020746887,500002.9800747198,500001.000104297,500001.0203700211,500001.016603644,500001.0,500001.0008295313,500001.4974968711,500001.0001392952,500001.00041493773,500001.664437944,500001.798393171,500001.748722228,500002.0,499976.01,500001.00041493773
com.google.javascript.jscomp.TypedScopeCreator$LocalScopeBuilder.visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V 500001.6629980496,500001.0,500001.0008264463,500001.00041339395,504760.0,500001.6630449923,500002.0,500069.99275324267,500000.00165220984,500221.62948714924,500008.0130828107,500001.0,500001.0,500001.3260899847,504761.0,500001.0004132231,500001.00041339395,500001.5002066116,500002.9677552708,500001.0001041884,500001.0203278907,500001.0165519224,500001.0,500001.0008261049,500001.49593665346,500001.0001392952,500001.0004132231,500001.6630449923,500001.7973867158,500001.74794206524,500002.0,499975.91,500001.0004132231
com.google.javascript.jscomp.LinkedFlowScope$FlatFlowScopeCache.getSlot(Ljava/lang/String;)Lcom/google/javascript/rhino/jstype/StaticSlot; 500001.66062970186,500001.0,500001.00082068116,500001.000410509,504743.0,500001.6606769745,500002.0,500084.9047078536,500000.0016406891,500221.852633948,500008.0289741291,500002.0071428571,500084.9047078536,500001.96127594373,507041.0,500001.0004103406,500001.000410509,500001.5002051703,500051.6474820144,500001.00010400417,500001.0202568651,500001.0164646038,500001.0,500001.00082034455,500001.96201147855,500001.0001392952,500001.0004103406,500001.98063797184,500001.9902243477,500001.7466195132,500002.0,499997.72,500001.0004103406
com.google.javascript.jscomp.LinkedFlowScope.getSlot(Ljava/lang/String;)Lcom/google/javascript/rhino/jstype/StaticSlot; 500001.659933129,500001.0000940468,500001.0008190008,500001.0004096682,504738.0,500001.65998049866,500002.0,500080.0506166959,500000.00163733115,500222.39613161475,500008.0675296232,500002.0010741139,500080.0506166959,500001.7409109904,506250.0,500001.0004095004,500001.0004096682,500001.5002047502,500007.7193548387,500001.0001039501,500001.0202361165,500001.01643906586,500001.0,500001.00081866555,500001.7706252312,500001.0001392952,500001.0004095004,500001.8704554952,500001.9307417337,500001.746231417,500002.0,499989.81,500001.0004095004
com.google.javascript.jscomp.Scope.getSlot(Ljava/lang/String;)Lcom/google/javascript/rhino/jstype/StaticSlot; 500001.65965449985,500001.0,500001.0008183306,500001.0004093328,504736.0,500001.65970190836,500002.0,500069.81860213634,500000.0016359918,500221.8728700648,500008.03041346045,500001.0,500001.0,500001.3194038167,504737.0,500001.0004091653,500001.0004093328,500001.50020458264,500002.9386000819,500001.0001039285,500001.0202278349,500001.01642886887,500001.0,500001.0008179959,500001.4922053627,500001.0001392952,500001.0004091653,500001.65970190836,500001.7949643307,500001.7460762914,500002.0,499975.67,500001.0004091653
com.google.javascript.jscomp.TypeInference.traverseChildren(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/FlowScope;)Lcom/google/javascript/jscomp/FlowScope; 500001.65756478126,500001.0,500001.00081333873,500001.0004068348,504721.0,500001.65761248086,500002.0,500069.7095335452,500000.0016260163,500222.0243776648,500008.04118037154,500001.0,500001.0,500001.31522496167,504722.0,500001.0004066694,500001.0004068348,500001.50020333467,500002.92066720914,500001.00010376674,500001.0201660452,500001.01635272027,500001.0,500001.0008130081,500001.48988274357,500001.0001392952,500001.0004066694,500001.65761248086,500001.79344537813,500001.74491490243,500002.0,499975.52,500001.0004066694
com.google.javascript.jscomp.Scope.declare(Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/jstype/JSType;Lcom/google/javascript/jscomp/CompilerInput;Z)Lcom/google/javascript/jscomp/Scope$Var; 500001.3289217052,500001.0,500001.00041511003,500001.0002075981,502362.0,500001.32901518315,500002.0,500049.60041152086,500000.0008300477,500241.85076743766,500009.3309429717,500001.0,500001.0,500000.65803036635,502363.0,500001.000207555,500001.0002075981,500001.5001037775,500001.49034668884,500001.0000833611,500001.0144067693,500001.00826252653,500001.0,500001.0004150239,500001.19689896633,500001.0001392952,500001.000207555,500001.32901518315,500001.49512629706,500001.59841600666,500002.0,499951.93,500001.000207555
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder.createFunctionTypeFromNodes(Lcom/google/javascript/rhino/Node;Ljava/lang/String;Lcom/google/javascript/rhino/JSDocInfo;Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/jstype/FunctionType; 50001.999024797995,50001.0,50001.25,50001.142857142855,57172.0,50001.99902493384,50002.0,50085.68766143896,50000.444444444445,50221.74118681526,50008.02104195796,50002.03448275862,50085.56358554366,50001.99804986767,57173.0,50001.125,50001.142857142855,50001.5625,51025.57142857143,50001.00013915948,50001.353553390596,50001.35338095555,50001.0,50001.22222222222,50001.998051767325,50001.00013929517,50001.125,50001.99902493384,50001.999512229115,50001.99902574809,50002.0,49999.5,50001.125
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder.getQnameRootScope(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/jscomp/Scope; 50001.99331290053,50001.0,50001.04081632653,50001.020833333336,57131.0,50001.99331383201,50002.0,50085.62269199216,50000.08,50180.5084143881,50003.83941151443,50002.05263157895,50085.62269199216,50001.99498537401,57162.0,50001.02040816326,50001.020833333336,50001.510204081635,50398.833333333336,50001.00013837,50001.142857142855,50001.14237869169,50001.0,50001.04,50001.9949979158,50001.00013929517,50001.02040816326,50001.997492687005,50001.99874476987,50001.99335732079,50002.0,49999.62,50001.02040816326
com.google.javascript.jscomp.NodeUtil.getRootOfQualifiedName(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; 50004.9909445528,50004.0,50004.030303030304,50004.015384615384,57117.0,50004.99094581418,50005.0,50088.34453153584,50003.05970149254,50183.5084143881,50006.83941151443,50004.0,50004.0,50004.98189162836,57118.0,50004.01515151515,50004.015384615384,50004.507575757576,50113.446153846155,50004.00013804528,50004.12309149098,50004.12253289928,50004.0,50004.02985074627,50004.98205411375,50004.00013929517,50004.01515151515,50004.99094581418,50004.995452319316,50004.99102581803,50005.0,50002.45,50004.01515151515
com.google.javascript.jscomp.TypedScopeCreator$AbstractScopeBuilder.isQnameRootedInGlobalScope(Lcom/google/javascript/rhino/Node;)Z 50001.9909445528,50001.0,50001.030303030304,50001.015384615384,57114.0,50001.99094581418,50002.0,50085.34453153584,50000.05970149254,50180.5084143881,50003.83941151443,50001.0,50001.0,50001.98189162836,57115.0,50001.01515151515,50001.015384615384,50001.507575757576,50110.446153846155,50001.00013804528,50001.12309149098,50001.12253289928,50001.0,50001.02985074627,50001.98205411375,50001.00013929517,50001.01515151515,50001.99094581418,50001.995452319316,50001.99102581803,50002.0,49999.45,50001.01515151515
